edinetCode	companyName.x	fiscalYear	NotesAdditionalInfo	NotesAdditionalInfoConsolidate	textCorona	withCorona	withDTA	withFA	lengthofNotes	secCode	industry	market	auditFirm	GAAP
E01336	昭和電線ホールディングス株式会社	第124期（自2019年４月１日至2020年３月31日）	NA	（追加情報）  新型コロナウイルス感染症拡大の影響により、感染拡大予防対策等による一時的な建設工事延期に伴い建設関連向けの電線・ケーブルの需要が一部先送りされる等、当社グループの主要事業にも影響が及ぶことが想定されている。当社グループは、2020年度上期中においては第１四半期を底として当社グループの事業環境にも影響が及ぶものの、下期において緩やかに回復することを前提として、固定資産の減損会計及び繰延税金資産の回収可能性といった会計上の見積りについて評価を実施している。 	コロナウイルス感染症拡大の影響により、感染拡大予防対策等による一時的な建設工事延期に伴い建設関連向けの電線・ケーブルの需要が一部先送りされる等、当社グループの主要事業にも影響が及ぶことが想定されている。当社グループは、2020年度上期中においては第１四半期を底として当社グループの事業環境にも影響が及ぶものの、下期において緩やかに回復することを前提として、固定資産の減損会計及び繰延税金資産の回収可能性といった会計上の見積りについて評価を実施している。 	TRUE	TRUE	TRUE	227	5805	非鉄金属	東証一部	ＥＹ新日本有限責任監査法人	日本基準
E04804	株式会社メイテック	第47期（自2019年４月１日至2020年３月31日）	（追加情報）  新型コロナウイルス感染症の感染拡大により、今後一定期間において稼働率低下等の影響があると想定しています。現時点では2020年上期において、新入社員の配属遅延に伴う稼働率の低下等の影響を想定していますが、業績の大幅な落ち込みは無いと見込んでいます。よって当社は、繰延税金資産の回収可能性等の会計上の見積りについて、新型コロナウイルス感染拡大が、今後一定期間にわたり影響があると想定しているものの、業績に与える影響は軽微という仮定のもと行っています。  	（追加情報）  新型コロナウイルス感染症の感染拡大により、今後一定期間において稼働率低下等の影響があると想定しています。現時点では2020年上期において、新入社員の配属遅延に伴う稼働率の低下等の影響を想定していますが、業績の大幅な落ち込みは無いと見込んでいます。よって当社グループは、繰延税金資産の回収可能性等の会計上の見積りについて、新型コロナウイルス感染拡大が、今後一定期間にわたり影響があると想定しているものの、業績に与える影響は軽微という仮定のもと行っています。  	コロナウイルス感染症の感染拡大により、今後一定期間において稼働率低下等の影響があると想定しています。現時点では2020年上期において、新入社員の配属遅延に伴う稼働率の低下等の影響を想定していますが、業績の大幅な落ち込みは無いと見込んでいます。よって当社グループは、繰延税金資産の回収可能性等の会計上の見積りについて、新型コロナウイルス感染拡大が、今後一定期間にわたり影響があると想定しているものの、業績に与える影響は軽微という仮定のもと行っています。  	TRUE	TRUE	FALSE	227	9744	サービス業	東証一部	有限責任監査法人トーマツ	日本基準
E05578	株式会社エコミック	第23期（自2019年４月１日至2020年３月31日）	（追加情報） 新型コロナウィルス感染症の影響に関しましては、当社の主たる事業である給与計算業務は、原則毎月継続的に顧客企業との取引が発生することとなっており、財務諸表作成時点までに本事象に係る取引停止等の事象は発生しておらず、また2020年５月25日には緊急事態宣言が解除されたことから、収束の方向に向かうと考えられます。したがって、繰延税金資産の回収可能性の判断等において、本事象による重大な影響は受けないとの仮定のもとで会計上の見積りを実施しております。 	（追加情報） 新型コロナウィルス感染症の影響に関しましては、当社グループの主たる事業である給与計算業務は、原則毎月継続的に顧客企業との取引が発生することとなっており、連結財務諸表作成時点までに本事象に係る取引停止等の事象は発生しておらず、また2020年５月25日には緊急事態宣言が解除されたことから、収束の方向に向かうと考えられます。したがって、繰延税金資産の回収可能性の判断等において、本事象による重大な影響は受けないとの仮定のもとで会計上の見積りを実施しております。 	コロナウィルス感染症の影響に関しましては、当社グループの主たる事業である給与計算業務は、原則毎月継続的に顧客企業との取引が発生することとなっており、連結財務諸表作成時点までに本事象に係る取引停止等の事象は発生しておらず、また2020年５月25日には緊急事態宣言が解除されたことから、収束の方向に向かうと考えられます。したがって、繰延税金資産の回収可能性の判断等において、本事象による重大な影響は受けないとの仮定のもとで会計上の見積りを実施しております。 	TRUE	TRUE	FALSE	227	3802	情報・通信業	札証アンビシャス	有限責任監査法人トーマツ	日本基準
E00458	丸大食品株式会社	第72期(自2019年４月１日至2020年３月31日)	(追加情報)新型コロナウイルス感染症の影響について、当社は、感染防止に厳重な対策を実施したうえで事業活動を継続しており、現時点においては、平常時とほぼ同水準の稼働を維持しております。会計上の見積りの前提は、新型コロナウイルス感染症の影響が上半期まで続き、その後下半期から回復すると仮定した業績見通しや足もとの状況などを踏まえ見積りを行っていますが、新型コロナウイルス感染症による影響は不確定要素が多く、今後、これらの見積りと将来の実績が異なる可能性があります。	 （追加情報）新型コロナウイルス感染症の影響について、当社グループは、感染防止に厳重な対策を実施したうえで事業活動を継続しており、現時点においては、平常時とほぼ同水準の稼働を維持しております。会計上の見積りの前提は、新型コロナウイルス感染症の影響が上半期まで続き、その後下半期から回復すると仮定した業績見通しや足もとの状況などを踏まえ見積りを行っていますが、新型コロナウイルス感染症による影響は不確定要素が多く、今後、これらの見積りと将来の実績が異なる可能性があります。	コロナウイルス感染症の影響について、当社グループは、感染防止に厳重な対策を実施したうえで事業活動を継続しており、現時点においては、平常時とほぼ同水準の稼働を維持しております。会計上の見積りの前提は、新型コロナウイルス感染症の影響が上半期まで続き、その後下半期から回復すると仮定した業績見通しや足もとの状況などを踏まえ見積りを行っていますが、新型コロナウイルス感染症による影響は不確定要素が多く、今後、これらの見積りと将来の実績が異なる可能性があります。	TRUE	FALSE	FALSE	226	2288	食料品	東証一部	有限責任あずさ監査法人	日本基準
E01221	岡本硝子株式会社	第74期(自2019年４月１日至2020年３月31日)	（追加情報）１株式取得による会社等の買収当社は、二光光学株式会社の株式を取得して子会社化することを2020年３月31日に取締役会決議し、2020年４月１日付で株式を取得したことにより子会社化しました。(1)企業結合の概要①被取得企業の名称及びその事業の内容被取得企業の名称二光光学株式会社事業の内容光学部品加工業②企業結合を行った主な理由当社グループは、これまで培ってきた多層薄膜技術を生かして乗用車ナイトビジョンシステム向け赤外線透過フィルター、LiDAR等向け高反射銀ミラー(Hi-Silver	(追加情報)１株式取得による会社等の買収当社は、二光光学株式会社の株式を取得して子会社化することを2020年３月31日に取締役会決議し、2020年４月１日付で株式を取得したことにより子会社化しました。(1)企業結合の概要①被取得企業の名称及びその事業の内容被取得企業の名称二光光学株式会社事業の内容光学部品加工業②企業結合を行った主な理由当社グループは、これまで培ってきた多層薄膜技術を生かして乗用車ナイトビジョンシステム向け赤外線透過フィルター、LiDAR等向け高反射銀ミラー(Hi-Silver	コロナウイルス感染拡大による当社グループへの影響につきましては、サプライチェーンの混乱に起因する出荷の停滞、最終製品の販売低迷に伴う当社グループ製の部品への需要減少などのリスクが見込まれます。現状、これらの要因による事業活動や業績予想への影響につきましては、収束の時期を合理的に予測することは困難ですが、翌連結会計年度末までの一定期間にわたり当感染症の影響が継続するという一定の仮定に基づいて、当連結会計年度の固定資産の減損等の見積りを行っております。	TRUE	FALSE	TRUE	226	7746	精密機器	ＪＱＳ	ＥＹ新日本有限責任監査法人	日本基準
E01727	ヒーハイスト精工株式会社	第58期(自2019年４月１日至2020年３月31日)	NA	"(追加情報)（新型コロナウイルスの感染拡大の影響による会計上の見積り）当社グループは、新型コロナウイルスの感染拡大による経営成績等への影響が翌連結会計年度において徐々に回復していくものと仮定し、固定資産の減損及び繰延税金資産の回収の可能性等の会計上の見積りを行っております。この結果、固定資産の減損損失355,228千円を計上いたしました。また、その他の会計上の見積りが必要な項目については、当連結会計年度における連結財務諸表への影響は僅少であるものと判断しております。"	"コロナウイルスの感染拡大の影響による会計上の見積り）当社グループは、新型コロナウイルスの感染拡大による経営成績等への影響が翌連結会計年度において徐々に回復していくものと仮定し、固定資産の減損及び繰延税金資産の回収の可能性等の会計上の見積りを行っております。この結果、固定資産の減損損失355,228千円を計上いたしました。また、その他の会計上の見積りが必要な項目については、当連結会計年度における連結財務諸表への影響は僅少であるものと判断しております。"	TRUE	TRUE	TRUE	226	6433	機械	ＪＱＳ	太陽有限責任監査法人	日本基準
E01969	富士通フロンテック株式会社	第105期(自2019年４月１日至2020年３月31日)	NA	(追加情報)（新型コロナウイルス感染症の感染拡大の影響に関する会計上の見積り）当社グループは、固定資産の減損や繰延税金資産の回収可能性等の会計上の見積りを行うにあたり、新型コロナウィルス感染症拡大の影響が一定期間にわたり続くとの仮定のもと、現時点で入手可能な情報等により将来の不確実性を反映した事業計画を策定しています。しかしながら、新型コロナウィルス感染症拡大による影響は不確定要素が多く、翌連結会計年度の当グループの財政状態、経営成績に影響を及ぼす可能性があります。	コロナウイルス感染症の感染拡大の影響に関する会計上の見積り）当社グループは、固定資産の減損や繰延税金資産の回収可能性等の会計上の見積りを行うにあたり、新型コロナウィルス感染症拡大の影響が一定期間にわたり続くとの仮定のもと、現時点で入手可能な情報等により将来の不確実性を反映した事業計画を策定しています。しかしながら、新型コロナウィルス感染症拡大による影響は不確定要素が多く、翌連結会計年度の当グループの財政状態、経営成績に影響を及ぼす可能性があります。	TRUE	TRUE	TRUE	226	6945	電気機器	東証二部	ＥＹ新日本有限責任監査法人	日本基準
E02530	ＯＵＧホールディングス株式会社	第74期（自2019年４月１日至2020年３月31日）	（追加情報）  連結財務諸表の「注記事項（追加情報）」に同一の内容を記載しているため、注記を省略しております。 	（追加情報） （新型コロナウイルスの感染拡大に伴う会計上の見積りについて） 新型コロナウイルスの感染拡大は、経済、企業活動に多大な影響を与える事象であり、また、今後の広がり方や収束時期等を予測することは困難であります。当社グループは、当連結会計年度末時点で入手可能な外部情報等を踏まえて、今後2022年３月期までの一定期間にわたり当該影響が継続するものと仮定し、固定資産に関する減損損失の認識要否の判断及び測定、繰延税金資産の回収可能性等の会計上の見積りを行っております。	コロナウイルスの感染拡大に伴う会計上の見積りについて） 新型コロナウイルスの感染拡大は、経済、企業活動に多大な影響を与える事象であり、また、今後の広がり方や収束時期等を予測することは困難であります。当社グループは、当連結会計年度末時点で入手可能な外部情報等を踏まえて、今後2022年３月期までの一定期間にわたり当該影響が継続するものと仮定し、固定資産に関する減損損失の認識要否の判断及び測定、繰延税金資産の回収可能性等の会計上の見積りを行っております。	TRUE	TRUE	TRUE	226	8041	卸売業	東証一部	仰星監査法人	日本基準
E04116	株式会社じょうてつ	第108期(自2019年４月１日至2020年３月31日)	（追加情報）新型コロナウイルス感染症拡大の影響に関する会計上の見積り当社は、繰延税金資産の回収可能性や固定資産の減損処理等の会計上の見積りにおいて、財務諸表作成時に入手可能な情報に基づき実施している。新型コロナウイルス感染症による当社への影響は、事業によってその影響や程度が異なるものの、2021年３月まで続くと仮定している。なお、この仮定は不確実性が高く、その影響が長期化した場合には、翌事業年度の財務諸表等に影響を及ぼす可能性がある。	（追加情報）新型コロナウイルス感染症拡大の影響に関する会計上の見積り当社グループでは、繰延税金資産の回収可能性や固定資産の減損処理等の会計上の見積りにおいて、連結財務諸表作成時に入手可能な情報に基づき実施している。新型コロナウイルス感染症による当社グループへの影響は、事業によってその影響や程度が異なるものの、2021年３月まで続くと仮定している。なお、この仮定は不確実性が高く、その影響が長期化した場合には、翌連結会計年度の連結財務諸表等に影響を及ぼす可能性がある。	コロナウイルス感染症拡大の影響に関する会計上の見積り当社グループでは、繰延税金資産の回収可能性や固定資産の減損処理等の会計上の見積りにおいて、連結財務諸表作成時に入手可能な情報に基づき実施している。新型コロナウイルス感染症による当社グループへの影響は、事業によってその影響や程度が異なるものの、2021年３月まで続くと仮定している。なお、この仮定は不確実性が高く、その影響が長期化した場合には、翌連結会計年度の連結財務諸表等に影響を及ぼす可能性がある。	TRUE	TRUE	TRUE	226	N/A	非公開	非上場	ＥＹ新日本有限責任監査法人	日本基準
E33903	ヒューマン・アソシエイツ・ホールディングス株式会社	第31期（自2019年４月１日至2020年３月31日）	NA	（追加情報） 新型コロナウイルス感染症拡大に伴う会計上の見積りについて 新型コロナウイルス感染症は経済、企業活動に広範な影響を与える事象であり、また、今後の広がり方や収束時期等を予想することは困難であります。したがって、当社は外部の情報源に基づく情報等を踏まえて、2021年３月期にわたり新型コロナウイルス感染症拡大の影響が継続するとの仮定のもと、繰延税金資産の回収可能性、のれん等を含む固定資産の評価及び関係会社への投資の評価について会計上の見積りを行っております。 	コロナウイルス感染症拡大に伴う会計上の見積りについて 新型コロナウイルス感染症は経済、企業活動に広範な影響を与える事象であり、また、今後の広がり方や収束時期等を予想することは困難であります。したがって、当社は外部の情報源に基づく情報等を踏まえて、2021年３月期にわたり新型コロナウイルス感染症拡大の影響が継続するとの仮定のもと、繰延税金資産の回収可能性、のれん等を含む固定資産の評価及び関係会社への投資の評価について会計上の見積りを行っております。 	TRUE	TRUE	TRUE	226	6575	サービス業	東証マザーズ	ＥＹ新日本有限責任監査法人	日本基準
E00525	東洋紡株式会社	第162期（自2019年４月１日至2020年３月31日）	（追加情報）  2019年12月に新型コロナウイルス感染症が報告されて以降、世界各地に拡大しています。このため、日本を含む世界経済は大幅に停滞し、経済活動の正常化には時間がかかることが予想されますが、今後の広がり方や収束時期等を予測することは困難です。   そのため、当社は、新型コロナウイルス感染症は現下の先行き不透明な状況に鑑み、販売への影響は１年程度続くものと仮定し、固定資産に関する減損損失の認識要否の判断や測定、関係会社株式に関する実質価額の回復可能性の判定および繰延税金資産の回収可能性の判断を行っています。  	（追加情報）  2019年12月に新型コロナウイルス感染症が報告されて以降、世界各地に拡大しています。このため、日本を含む世界経済は大幅に停滞し、経済活動の正常化には時間がかかることが予想されますが、今後の広がり方や収束時期等を予測することは困難です。   そのため、当社グループでは、新型コロナウイルス感染症は現下の先行き不透明な状況に鑑み、販売への影響は１年程度続くものと仮定し、固定資産に関する減損損失の認識要否の判断や測定および繰延税金資産の回収可能性の判断を行っています。   	コロナウイルス感染症が報告されて以降、世界各地に拡大しています。このため、日本を含む世界経済は大幅に停滞し、経済活動の正常化には時間がかかることが予想されますが、今後の広がり方や収束時期等を予測することは困難です。   そのため、当社グループでは、新型コロナウイルス感染症は現下の先行き不透明な状況に鑑み、販売への影響は１年程度続くものと仮定し、固定資産に関する減損損失の認識要否の判断や測定および繰延税金資産の回収可能性の判断を行っています。   	TRUE	TRUE	TRUE	225	3101	繊維製品	東証一部	有限責任あずさ監査法人	日本基準
E00973	ＪＣＲファーマ株式会社	第45期（自2019年４月１日至2020年３月31日）	（追加情報）  従業員等に信託を通じて自社の株式を交付する取引および新型コロナウイルス感染症の影響に関する注記については、連結財務諸表「注記事項（追加情報）」に同一の内容を記載しているので、注記を省略しております。  	"（追加情報） （従業員等に信託を通じて自社の株式を交付する取引）  当社は、当社の株価や業績と従業員の処遇の連動性をより高め、経済的な効果を株主の皆様と共有することにより、株価及び業績向上への従業員の意欲や士気を高めるため、従業員に対して自社の株式を給付する制度を導入しております。   (1）取引の概要   当社が予め定めた株式給付規程に基づき、一定の要件を満たした当社の従業員に対し当社株式を給付する仕組みです。当社は、従業員に対して当該従業員の貢献度に応じてポイントを付与し、一定の条件により受給権を取得したときに当該付与ポイントに相当する当社株式を給付します。従業員に対して給付する株式については、予め信託した金銭により将来分も含めて取得し、信託財産として分別管理するものとします。    (2）会計処理   「従業員等に信託を通じて自社の株式を交付する取引に関する実務上の取扱い」（実務対応報告第30号2015年３月26日）を適用し、本制度に関する会計処理といたしましては、本信託の資産および負債を当社の資産および負債として貸借対照表上に計上する総額法を採用し、本信託が所有する当社株式を連結貸借対照表の純資産の部において、自己株式として表示しております。    (3）信託が保有する自社の株式に関する事項   ①信託における帳簿価額は前連結会計年度205百万円、当連結会計年度200百万円であります。信託が保有する自社の株式は株主資本において自己株式として計上しております。   ②期末株式数は前連結会計年度96,600株、当連結会計年度94,300株であり、期中平均株式数は、前連結会計年度98,441株、当連結会計年度95,741株であります。期末株式数及び期中平均株式数は、１株当たり情報の算出上、控除する自己株式に含めておりません。   （新型コロナウイルス感染症の影響） 新型コロナウイルス感染症の影響につきましては、収束まではある程度の期間を要すると想定しておりますが、「第２事業の状況３経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析」に記載のとおり、当社グループの業績への影響は軽微であると判断しております。従いまして、当連結会計年度における会計上の見積りへの影響はございません。また、本報告書提出日現在において、翌連結会計年度におきましても同様と判断しております。  "	コロナウイルス感染症の影響） 新型コロナウイルス感染症の影響につきましては、収束まではある程度の期間を要すると想定しておりますが、「第２事業の状況３経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析」に記載のとおり、当社グループの業績への影響は軽微であると判断しております。従いまして、当連結会計年度における会計上の見積りへの影響はございません。また、本報告書提出日現在において、翌連結会計年度におきましても同様と判断しております。  	TRUE	FALSE	FALSE	225	4552	医薬品	東証一部	有限責任監査法人トーマツ	日本基準
E02248	株式会社カネミツ	第37期（自2019年４月１日至2020年３月31日）	NA	（追加情報） 当社グループの所属する自動車業界におきましては、新型コロナウイルス感染症の感染拡大により、翌連結会計年度の第１四半期連結会計期間以降、需要の減少が見込まれます。このような状況は、2020年８月頃までは続くことを想定しております。また、感染拡大の収束に伴い需要が徐々に正常化し、新型コロナウイルスの感染拡大前の状況に戻るとの仮定のもと、固定資産の減損の会計上の見積もりを行っております。 なお、この仮定は不確実性が高く、収束が遅延し影響が長期化した場合には、将来において損失が発生する可能性があります。 	コロナウイルス感染症の感染拡大により、翌連結会計年度の第１四半期連結会計期間以降、需要の減少が見込まれます。このような状況は、2020年８月頃までは続くことを想定しております。また、感染拡大の収束に伴い需要が徐々に正常化し、新型コロナウイルスの感染拡大前の状況に戻るとの仮定のもと、固定資産の減損の会計上の見積もりを行っております。 なお、この仮定は不確実性が高く、収束が遅延し影響が長期化した場合には、将来において損失が発生する可能性があります。 	TRUE	FALSE	TRUE	225	7208	輸送用機器	東証二部	有限責任監査法人トーマツ	日本基準
E04877	株式会社ミロク情報サービス	第43期(自2019年４月１日至2020年３月31日)	（追加情報）  新型コロナウイルス感染症は、翌事業年度の第１～２四半期中に収束に向かい、徐々に経済活動が回復し、第３四半期以降に当社の事業環境が正常化するという仮定のもと、当事業年度において、ソフトウェアの償却、繰延税金資産の回収可能性等に係る会計上の見積りを行っております。   なお、新型コロナウイルスの感染拡大による経済活動への影響は不確実性が高いため、上記仮定に変化が生じた場合には、翌事業年度の財政状態・経営成績に影響を及ぼす可能性があります。  	（追加情報）  新型コロナウイルス感染症は、翌連結会計年度の第１～２四半期中に収束に向かい、徐々に経済活動が回復し、第３四半期以降に当社の事業環境が正常化するという仮定のもと、当連結会計年度において、ソフトウェアの償却、繰延税金資産の回収可能性等に係る会計上の見積りを行っております。   なお、新型コロナウイルスの感染拡大による経済活動への影響は不確実性が高いため、上記仮定に変化が生じた場合には、翌連結会計年度の財政状態・経営成績に影響を及ぼす可能性があります。  	コロナウイルス感染症は、翌連結会計年度の第１～２四半期中に収束に向かい、徐々に経済活動が回復し、第３四半期以降に当社の事業環境が正常化するという仮定のもと、当連結会計年度において、ソフトウェアの償却、繰延税金資産の回収可能性等に係る会計上の見積りを行っております。   なお、新型コロナウイルスの感染拡大による経済活動への影響は不確実性が高いため、上記仮定に変化が生じた場合には、翌連結会計年度の財政状態・経営成績に影響を及ぼす可能性があります。  	TRUE	TRUE	FALSE	225	9928	情報・通信業	東証一部	三優監査法人	日本基準
E00669	株式会社トーモク	第81期(自2019年４月１日至2020年３月31日)	(追加情報)新型コロナウイルス感染症の影響については、今後の広がり方や収束時期等を正確に予測することは困難な状況にありますが、当社の2021年３月期においては、第１四半期に政府から発令された緊急事態宣言や自治体からの外出自粛要請等により厳しい制約の下で経済活動が行われるため、受注減が発生し、2021年３月期後半より回復する前提での仮定を置き、固定資産の減損会計における将来キャッシュ・フローや繰延税金資産の回収可能性等の会計上の見積もりを行っております。	(追加情報)新型コロナウイルス感染症の影響については、今後の広がり方や収束時期等を正確に予測することは困難な状況にありますが、当社グループの2021年３月期においては、第１四半期に政府から発令された緊急事態宣言や自治体からの外出自粛要請等により厳しい制約の下で経済活動が行われるため、受注減が発生し、2021年３月期後半より回復する前提での仮定を置き、固定資産の減損会計における将来キャッシュ・フローや繰延税金資産の回収可能性等の会計上の見積もりを行っております。	コロナウイルス感染症の影響については、今後の広がり方や収束時期等を正確に予測することは困難な状況にありますが、当社グループの2021年３月期においては、第１四半期に政府から発令された緊急事態宣言や自治体からの外出自粛要請等により厳しい制約の下で経済活動が行われるため、受注減が発生し、2021年３月期後半より回復する前提での仮定を置き、固定資産の減損会計における将来キャッシュ・フローや繰延税金資産の回収可能性等の会計上の見積もりを行っております。	TRUE	TRUE	TRUE	224	3946	パルプ・紙	東証一部、札証上場	ＥＹ新日本有限責任監査法人	日本基準
E00794	小池酸素工業株式会社	第97期（自2019年４月１日至2020年３月31日）	NA	（追加情報） 新型コロナウイルス感染症（以下、「本感染症」という。）の影響に関して、当社グループは現時点では、厳重な対策を実施した上で事業活動を継続しております。 しかし、本感染症は経済、企業活動に広範な影響を与える事象であり、また、今後の広がり方や収束時期等を予想することは困難なことから、外部の情報源に基づく情報等を踏まえて、今後、2021年３月期の一定期間にわたり当該影響が継続するとの仮定のもと、繰延税金資産の回収可能性等の会計上の見積りを行っております。 	コロナウイルス感染症（以下、「本感染症」という。）の影響に関して、当社グループは現時点では、厳重な対策を実施した上で事業活動を継続しております。 しかし、本感染症は経済、企業活動に広範な影響を与える事象であり、また、今後の広がり方や収束時期等を予想することは困難なことから、外部の情報源に基づく情報等を踏まえて、今後、2021年３月期の一定期間にわたり当該影響が継続するとの仮定のもと、繰延税金資産の回収可能性等の会計上の見積りを行っております。 	TRUE	TRUE	FALSE	224	6137	機械	東証二部	東光監査法人	日本基準
E02645	株式会社キング	第73期（自2019年４月１日至2020年３月31日）	NA	（追加情報） 新型コロナウイルス感染症の拡大に伴い、2020年４月７日に日本政府による緊急事態宣言が発令されたことにより、当社グループの販売活動において一部店舗の休業等を実施していた影響もあり、当社グループの財政状態及び経営成績に重要な影響を及ぼす可能性があります。 当社グループにおいては、当該新型コロナウイルス感染症の影響が長期化する不確実性を考慮しつつ、翌連結会計年度末には概ね収束すると仮定して、繰延税金資産の回収可能性等の会計上の見積もりを行っております。	コロナウイルス感染症の拡大に伴い、2020年４月７日に日本政府による緊急事態宣言が発令されたことにより、当社グループの販売活動において一部店舗の休業等を実施していた影響もあり、当社グループの財政状態及び経営成績に重要な影響を及ぼす可能性があります。 当社グループにおいては、当該新型コロナウイルス感染症の影響が長期化する不確実性を考慮しつつ、翌連結会計年度末には概ね収束すると仮定して、繰延税金資産の回収可能性等の会計上の見積もりを行っております。	TRUE	TRUE	FALSE	224	8118	繊維製品	東証一部	ＰｗＣ京都監査法人	日本基準
E04294	株式会社杉村倉庫	第157期(自2019年4月1日至2020年3月31日)	(追加情報)(会計上の見積りに対する新型コロナウイルス感染症の影響について)当社は、新型コロナウイルス感染症の影響が2021年3月期の通期にわたって継続するとの仮定のもと、現時点において入手可能な外部情報から繰延税金資産の回収可能性や固定資産の減損などについて見積りを行っております。ただし、今後の情勢に伴う顧客動向を正確に予測することは困難であることから、実際の状況が現時点での計画から変動した場合には、翌会計年度の財政状態および経営成績に影響を及ぼす可能性があります。	(追加情報)(会計上の見積りに対する新型コロナウイルス感染症の影響について)当社グループは、新型コロナウイルス感染症の影響が2021年3月期の通期にわたって継続するとの仮定のもと、現時点において入手可能な外部情報から繰延税金資産の回収可能性や固定資産の減損などについて見積りを行っております。ただし、今後の情勢に伴う顧客動向を正確に予測することは困難であることから、実際の状況が現時点での計画から変動した場合には、翌連結会計年度の連結財政状態および経営成績に影響を及ぼす可能性があります。	コロナウイルス感染症の影響について)当社グループは、新型コロナウイルス感染症の影響が2021年3月期の通期にわたって継続するとの仮定のもと、現時点において入手可能な外部情報から繰延税金資産の回収可能性や固定資産の減損などについて見積りを行っております。ただし、今後の情勢に伴う顧客動向を正確に予測することは困難であることから、実際の状況が現時点での計画から変動した場合には、翌連結会計年度の連結財政状態および経営成績に影響を及ぼす可能性があります。	TRUE	TRUE	TRUE	224	9307	倉庫・運輸関連業	東証二部	ＥＹ新日本有限責任監査法人	日本基準
E21706	株式会社リニカル	第15期（自2019年４月１日至2020年３月31日）	NA	（追加情報）  新型コロナウイルス感染症の感染拡大に伴う世界経済への影響は今後１年程度続くものと想定しますが、当社で一部影響の出た業務は今後次第に改善されていくと見込んでおり、当社グループ各社の将来計画への影響は限定的であるとの仮定を置いております。   当社では、以上の仮定に基づいてのれんを計上しております。   当該仮定は不確実性が高く、新型コロナウイルスの感染拡大の状況やその経済への影響が当初の想定より変化した場合には、損失額が増加する可能性があります。  	コロナウイルス感染症の感染拡大に伴う世界経済への影響は今後１年程度続くものと想定しますが、当社で一部影響の出た業務は今後次第に改善されていくと見込んでおり、当社グループ各社の将来計画への影響は限定的であるとの仮定を置いております。   当社では、以上の仮定に基づいてのれんを計上しております。   当該仮定は不確実性が高く、新型コロナウイルスの感染拡大の状況やその経済への影響が当初の想定より変化した場合には、損失額が増加する可能性があります。  	TRUE	FALSE	FALSE	224	2183	サービス業	東証一部	有限責任監査法人トーマツ	日本基準
E00037	三井松島ホールディングス株式会社	第164期(自2019年４月１日至2020年３月31日)	(追加情報)(取締役及び執行役員に対する業績連動型株式報酬制度)当社は、当社の監査等委員である取締役以外の取締役、執行役員及び監査等委員である取締役を対象として、株式報酬制度「株式給付信託（BBT（＝BoardBenefitTrust））」を導入しております。詳細は、「第５経理の状況１連結財務諸表等（1）連結財務諸表注記事項（追加情報）」に記載のとおりであります。	" (追加情報)(取締役及び執行役員に対する業績連動型株式報酬制度)当社は、当社の監査等委員である取締役以外の取締役、執行役員（以下、総じて「取締役等」といいます。）及び監査等委員である取締役（以下、「監査等委員」といいます。また、「取締役等」及び「監査等委員」を総じて「当社役員等」といいます。）を対象として、株式報酬制度「株式給付信託（BBT（＝BoardBenefitTrust））」（以下「本制度」といいます。）を導入しております。当該信託契約に係る会計処理については、「従業員等に信託を通じて自社の株式を交付する取引に関する実務上の取扱い」（実務対応報告第30号2015年３月26日）に準じています。（1）制度の概要本制度は、当社が拠出する金銭を原資として当社株式が信託（以下、本制度に基づき設定される信託を「本信託」といいます。）を通じて取得され、当社役員等に対して、当社が定める役員株式給付規程（なお、その制定及び改廃に際して、あらかじめ監査等委員の協議による同意を得るものとします。）に従って、当社株式及び当社株式を時価で換算した金額相当の金銭（以下「当社株式等」といいます。）が本信託を通じて給付される株式報酬制度です。なお、当社役員等が当社株式等の給付を受ける時期は、原則として当社役員等の退任時となります。 （2）信託に残存する自社の株式 信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除く。）により、純資産の部に自己株式として計上しております。当該自己株式の帳簿価額は前連結会計年度末において110百万円、当連結会計年度末において110百万円であり、株式数は前連結会計年度末において59,200株、当連結会計年度末において59,200株であります。(新型コロナウイルス感染症の影響について)新型コロナウイルスの感染拡大により、現時点において、当社グループの一部の事業分野における営業活動等に影響が生じております。本感染症は経済及び企業活動に広範な影響を及ぼす事象であり、当該影響を現段階において適正かつ合理的に算定することが困難なことから、今後、一定期間にわたり当該影響が継続するとの仮定のもとで、繰延税金資産の回収可能性及び減損会計における将来キャッシュ・フロー等の会計上の見積りを行っております。"	コロナウイルス感染症の影響について)新型コロナウイルスの感染拡大により、現時点において、当社グループの一部の事業分野における営業活動等に影響が生じております。本感染症は経済及び企業活動に広範な影響を及ぼす事象であり、当該影響を現段階において適正かつ合理的に算定することが困難なことから、今後、一定期間にわたり当該影響が継続するとの仮定のもとで、繰延税金資産の回収可能性及び減損会計における将来キャッシュ・フロー等の会計上の見積りを行っております。	TRUE	TRUE	FALSE	223	1518	鉱業	東証一部、福証上場	有限責任監査法人トーマツ	日本基準
